,app_name,publisher,discount_price,early_access,genres,id,metascore,price,developer,release_date,reviews_url,sentiment,tags,title,url
30108,Shadow Tactics: Blades of the Shogun,Daedalic Entertainment,26.38,0,"Indie,Strategy",418240.0,85.0,26.38,Mimimi GamesDaedalic Entertainment,6 Dec 2016,http://steamcommunity.com/app/418240/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Stealth,Strategy,Tactical,Ninja,Real Time Tactics,Indie,Singleplayer,Isometric,Historical,Action,Assassin,RTS,Difficult,Violent,Atmospheric,Third Person,Survival,Adventure,Puzzle,Great Soundtrack",Shadow Tactics: Blades of the Shogun,https://store.steampowered.com/app/418240/Shadow_Tactics_Blades_of_the_Shogun/
30125,Rad Rodgers: World One,"HandyGames, 3D Realms",26.99,0,"Action,Adventure,Indie",353580.0,72.0,269.99,"Slipgate Ironworks™HandyGames, 3D Realms",3D Realms 1 Dec 2016,http://steamcommunity.com/app/353580/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,Action,Indie,Platformer,Singleplayer",Rad Rodgers: World One,https://store.steampowered.com/app/353580/Rad_Rodgers_World_One/
30128,The Dwarves,"THQ Nordic, EuroVideo Medien",32.49,0,RPG,403970.0,61.0,32.49,"KING ArtTHQ Nordic, EuroVideo Medien",1 Dec 2016,http://steamcommunity.com/app/403970/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"RPG,Fantasy,Real-Time with Pause,Tactical RPG,Adventure,Kickstarter,Singleplayer,Story Rich,Open World,Great Soundtrack,Action,Action RPG,Atmospheric",The Dwarves,https://store.steampowered.com/app/403970/The_Dwarves/
30134,Line of Sight: Vietnam,Ziggurat,77.99,0,Action,514150.0,68.0,129.99,N-Fusion InteractiveZiggurat,5 Mar 2003,http://steamcommunity.com/app/514150/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Action,FPS,Shooter,Historical",Line of Sight: Vietnam,https://store.steampowered.com/app/514150/Line_of_Sight_Vietnam/
30150,Redie,Rückert Broductions,0.0,0,"Action,Indie",536990.0,79.0,0.0,Rückert BroductionsRückert Broductions,1 Dec 2016,http://steamcommunity.com/app/536990/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,Indie,Top-Down Shooter,Top-Down,Gore,Violent",Redie,https://store.steampowered.com/app/536990/Redie/
30162,Cities: Skylines - Natural Disasters,Paradox Interactive,89.99,0,"Simulation,Strategy",515191.0,80.0,179.99,Colossal Order Ltd.Paradox Interactive,29 Nov 2016,http://steamcommunity.com/app/515191/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Simulation,Strategy,Destruction,City Builder,Singleplayer,Survival,Open World,Management",Cities: Skylines - Natural Disasters,https://store.steampowered.com/app/515191/Cities_Skylines__Natural_Disasters/
30294,ICEY,XD,139.99,0,"Action,Adventure,RPG",553640.0,84.0,139.99,FantaBlade NetworkXD,17 Nov 2016,http://steamcommunity.com/app/553640/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,Female Protagonist,Hack and Slash,Anime,Side Scroller,Adventure,Indie,Singleplayer,RPG,2D,Narration,Cyberpunk,Great Soundtrack,Character Action Game,Spectacle fighter,Sci-fi,Platformer,Metroidvania,Funny,Lovecraftian",ICEY,https://store.steampowered.com/app/553640/ICEY/
30297,Planet Coaster,"Frontier Developments, Aspyr (Mac)",947.9,0,"Action,Adventure,Casual,Simulation,Strategy",493340.0,84.0,947.9,"Frontier Developments, Aspyr (Mac)Frontier Developments, Aspyr (Mac)",17 Nov 2016,http://steamcommunity.com/app/493340/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Simulation,Building,Management,Family Friendly,Sandbox,Relaxing,Strategy,Realistic,Funny,Great Soundtrack,Economy,Atmospheric,Colorful,Singleplayer,Third Person,City Builder,Casual,First-Person,God Game,3D",Planet Coaster,https://store.steampowered.com/app/493340/Planet_Coaster/
30316,ENIGMA:,Fruitbat Factory,89.99,0,"Adventure,Indie",494100.0,56.0,179.99,UzumeyaFruitbat Factory,15 Nov 2016,http://steamcommunity.com/app/494100/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,Indie,Visual Novel,Anime,Great Soundtrack,Mystery,Cute,LGBTQ+",ENIGMA:,https://store.steampowered.com/app/494100/ENIGMA/
30347,Mekazoo,The Good Mood Creators,129.99,0,"Action,Adventure,Casual,Indie",390330.0,80.0,129.99,The Good Mood CreatorsThe Good Mood Creators,14 Nov 2016,http://steamcommunity.com/app/390330/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Action,Adventure,Indie,Casual,Great Soundtrack,Platformer,Co-op,2D,Runner,Singleplayer,Music,Character Customization,Classic,Cute,Comedy,Arcade,Colorful,Atmospheric,Retro,Difficult",Mekazoo,https://store.steampowered.com/app/390330/Mekazoo/
30368,Candle,Daedalic Entertainment,7.47,0,"Adventure,Indie",420060.0,80.0,7.47,Teku StudiosDaedalic Entertainment,11 Nov 2016,http://steamcommunity.com/app/420060/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Indie,Adventure,Hand-drawn,Puzzle,Puzzle Platformer,Great Soundtrack,Fantasy,2D,Platformer,Singleplayer,Point & Click",Candle,https://store.steampowered.com/app/420060/Candle/
30375,Don't open the doors!,Anton Riot,7.01,0,"Action,Adventure,Indie,RPG",533950.0,68.0,7.01,Anton Riot and CoAnton Riot,11 Nov 2016,http://steamcommunity.com/app/533950/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Indie,Action,Adventure,RPG,Isometric,Singleplayer,Great Soundtrack,Exploration,Colorful,Funny,Atmospheric,2D,Action-Adventure,Narration,Hand-drawn,Controller,Action RPG,Story Rich,Hack and Slash,Choices Matter",Don't open the doors!,https://store.steampowered.com/app/533950/Dont_open_the_doors/
30401,Tyranny,Paradox Interactive,278.46,0,"Adventure,RPG",362960.0,80.0,278.46,Obsidian EntertainmentParadox Interactive,10 Nov 2016,http://steamcommunity.com/app/362960/reviews/?browsefilter=mostrecent&p=1,Very Positive,"RPG,Choices Matter,Story Rich,Isometric,Adventure,Dark Fantasy,CRPG,Singleplayer,Fantasy,Villain Protagonist,Real-Time with Pause,Character Customization,Atmospheric,Party-Based RPG,Open World,Great Soundtrack,Turn-Based,Strategy,Female Protagonist,Action",Tyranny,https://store.steampowered.com/app/362960/Tyranny/
30402,Silence,Daedalic Entertainment,0.0,0,"Adventure,Indie",314790.0,75.0,0.0,Daedalic EntertainmentDaedalic Entertainment,15 Nov 2016,http://steamcommunity.com/app/314790/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,Point & Click,Story Rich,Great Soundtrack,Indie,Singleplayer,Female Protagonist,Casual,2D,Classic,Cult Classic,Retro,Puzzle,Exploration,Short",Silence,https://store.steampowered.com/app/314790/Silence/
30409,Ashes of the Singularity: Escalation,Stardock Entertainment,456.19,0,"Indie,Simulation,Strategy",507490.0,81.0,456.19,"Stardock Entertainment, Oxide GamesStardock Entertainment",10 Nov 2016,http://steamcommunity.com/app/507490/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"RTS,Wargame,Real Time Tactics,Base Building,PvE,PvP,Strategy,Sci-fi,3D,Third Person,Story Rich,Transhumanism,Moddable,Team-Based,Vehicular Combat,Colorful,Economy,Military,Tutorial,Tactical",Ashes of the Singularity: Escalation,https://store.steampowered.com/app/507490/Ashes_of_the_Singularity_Escalation/
30415,Motorsport Manager,SEGA,78.72,0,"Racing,Simulation,Sports,Strategy",415200.0,81.0,78.72,Playsport GamesSEGA,9 Nov 2016,http://steamcommunity.com/app/415200/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Management,Racing,Simulation,Strategy,Sports,Automobile Sim,Singleplayer,Multiplayer,Difficult,Action,Great Soundtrack",Motorsport Manager,https://store.steampowered.com/app/415200/Motorsport_Manager/
30420,Small Radios Big Televisions,Adult Swim Games,149.99,0,"Adventure,Indie",390040.0,67.0,149.99,Fire Face CorporationAdult Swim Games,8 Nov 2016,http://steamcommunity.com/app/390040/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Indie,Adventure,Puzzle,Point & Click,Surreal",Small Radios Big Televisions,https://store.steampowered.com/app/390040/Small_Radios_Big_Televisions/
30428,Lethal VR,Unknown,44.99,0,Unknown,532270.0,66.0,179.99,Unknown,unknown,http://steamcommunity.com/app/532270/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,Simulation,VR",Lethal VR,https://store.steampowered.com/app/532270/Lethal_VR/
30445,Transport Fever,Good Shepherd Entertainment,65.99,0,Simulation,446800.0,71.0,329.99,Urban GamesGood Shepherd Entertainment,8 Nov 2016,http://steamcommunity.com/app/446800/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Simulation,Management,Economy,Trains,Strategy,Building,Sandbox,Singleplayer,City Builder,Open World,Moddable,Realistic,Transportation,Resource Management,Flight,Indie,Driving,Relaxing,Adventure,Multiplayer",Transport Fever,https://store.steampowered.com/app/446800/Transport_Fever/
30476,Pirate Pop Plus,"13AM Shipping Solutions, 13AM Games",57.49,0,"Action,Casual,Indie",487350.0,65.0,57.49,"dadako13AM Shipping Solutions, 13AM Games",13AM Shipping Solutions 13AM Games 4 Nov 2016,http://steamcommunity.com/app/487350/reviews/?browsefilter=mostrecent&p=1,Positive,"Casual,Action,Indie,Arcade,Retro,Pixel Graphics",Pirate Pop Plus,https://store.steampowered.com/app/487350/Pirate_Pop_Plus/
30503,Xanadu Next,"XSEED Games, Marvelous USA, Inc.",89.99,0,"Action,RPG",312560.0,78.0,179.99,"Nihon FalcomXSEED Games, Marvelous USA, Inc.",3 Nov 2016,http://steamcommunity.com/app/312560/reviews/?browsefilter=mostrecent&p=1,Very Positive,"RPG,Action,Action RPG,Great Soundtrack,JRPG,Dungeon Crawler,Singleplayer,Anime,Isometric,Atmospheric",Xanadu Next,https://store.steampowered.com/app/312560/Xanadu_Next/
30546,Owlboy,D-Pad Studio,249.99,0,"Action,Adventure,Indie",115800.0,88.0,249.99,D-Pad StudioD-Pad Studio,1 Nov 2016,http://steamcommunity.com/app/115800/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Pixel Graphics,Adventure,Indie,Great Soundtrack,Metroidvania,Platformer,2D,Story Rich,Action,Atmospheric,Fantasy,Puzzle Platformer,Singleplayer,Retro,Flight,Action-Adventure,Funny,Cute,Open World,RPG",Owlboy,https://store.steampowered.com/app/115800/Owlboy/
30557,Creepy Castle,"Nicalis, Inc.",64.99,0,"Adventure,Indie,RPG",450440.0,82.0,129.99,"DopterraNicalis, Inc.",31 Oct 2016,http://steamcommunity.com/app/450440/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,Indie,RPG,2D,Pixel Graphics,Retro,Singleplayer,Great Soundtrack,Metroidvania,Cute",Creepy Castle,https://store.steampowered.com/app/450440/Creepy_Castle/
30558,Franchise Hockey Manager 3,Out of the Park Developments,224.99,0,"Indie,Simulation,Sports,Strategy",465660.0,64.0,224.99,"Out of the Park Developments, Minos GamesOut of the Park Developments",31 Oct 2016,http://steamcommunity.com/app/465660/reviews/?browsefilter=mostrecent&p=1,Mixed,"Sports,Strategy,Simulation,Indie,Hockey",Franchise Hockey Manager 3,https://store.steampowered.com/app/465660/Franchise_Hockey_Manager_3/
30607,DRAGON BALL XENOVERSE 2,BANDAI NAMCO Entertainment,7397.37,0,"Action,Adventure,Casual,Massively Multiplayer",454650.0,78.0,7397.37,"QLOC, DIMPSBANDAI NAMCO Entertainment",27 Oct 2016,http://steamcommunity.com/app/454650/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Anime,Fighting,Action,Character Customization,Multiplayer,Adventure,Massively Multiplayer,Co-op,RPG,Singleplayer,Online Co-Op,Third Person,Open World,Story Rich,MMORPG,Beat 'em up,Great Soundtrack,Casual,Moddable,Dragons",DRAGON BALL XENOVERSE 2,https://store.steampowered.com/app/454650/DRAGON_BALL_XENOVERSE_2/
30637,Book of Demons,Thing Trunk,3059.99,0,"Action,Adventure,Casual,Indie,RPG",449960.0,72.0,3059.99,Thing TrunkThing Trunk,2 Games 13 Dec 2018,http://steamcommunity.com/app/449960/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Dungeon Crawler,Roguelike Deckbuilder,Hack and Slash,RPG,Deckbuilding,Singleplayer,Isometric,Action RPG,Dark Fantasy,Fantasy,Demons,Card Game,Action,Adventure,Action-Adventure,Roguelike,Controller,Zombies,Atmospheric,Roguelite",Book of Demons,https://store.steampowered.com/app/449960/Book_of_Demons/
30638,ALICE VR,Unknown,12.99,0,Unknown,513320.0,55.0,129.99,Unknown,unknown,http://steamcommunity.com/app/513320/reviews/?browsefilter=mostrecent&p=1,Mixed,"Adventure,Indie,VR,Exploration,Mystery",ALICE VR,https://store.steampowered.com/app/513320/ALICE_VR/
30681,Oh...Sir!! The Insult Simulator,Good Shepherd Entertainment,8.36,0,"Indie,Simulation",512250.0,64.0,26.99,Vile MonarchGood Shepherd Entertainment,25 Oct 2016,http://steamcommunity.com/app/512250/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Indie,Comedy,Simulation,Funny,Multiplayer,Local Multiplayer,2D,Singleplayer,Pixel Graphics,Turn-Based,Casual,Strategy,Action,Nudity",Oh...Sir!! The Insult Simulator,https://store.steampowered.com/app/512250/OhSir_The_Insult_Simulator/
30698,Dark Train,"Paperash Studio, Ateliér Duchů",39.99,0,"Adventure,Indie",532290.0,77.0,39.99,"Paperash StudioPaperash Studio, Ateliér Duchů",25 Oct 2016,http://steamcommunity.com/app/532290/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Adventure,Indie,Steampunk,Dark,Sci-fi,Puzzle,Atmospheric",Dark Train,https://store.steampowered.com/app/532290/Dark_Train/
30778,Cursed Castilla (Maldita Castilla EX),Abylight Studios,74.99,0,"Action,Adventure,Indie",534290.0,81.0,149.99,"Locomalito, Gryzor87Abylight Studios",87Publisher:Abylight Studios 20 Oct 2016,http://steamcommunity.com/app/534290/reviews/?browsefilter=mostrecent&p=1,Very Positive,"2D Platformer,Indie,Action,Retro,Adventure,Platformer,Pixel Graphics,2D,Difficult,Medieval,Great Soundtrack,Cult Classic,Classic,GameMaker,Action-Adventure,Mythology,Arcade,Side Scroller",Cursed Castilla (Maldita Castilla EX),https://store.steampowered.com/app/534290/Cursed_Castilla_Maldita_Castilla_EX/
30797,Rusty Lake: Roots,Rusty Lake,26.79,0,"Adventure,Indie",532110.0,75.0,39.99,Rusty LakeRusty Lake,20 Oct 2016,http://steamcommunity.com/app/532110/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Puzzle,Indie,Adventure,Point & Click,Psychological Horror,Hidden Object,Horror,Story Rich,Singleplayer,Dark,Atmospheric,2D,Mystery,Gore,Casual,Surreal",Rusty Lake: Roots,https://store.steampowered.com/app/532110/Rusty_Lake_Roots/
30838,Crazy Machines 3,Daedalic Entertainment,12.99,0,"Simulation,Strategy",351920.0,71.0,129.99,Fakt SoftwareDaedalic Entertainment,18 Oct 2016,http://steamcommunity.com/app/351920/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Simulation,Strategy,Puzzle,Physics,Sandbox,Singleplayer,Multiplayer,Casual,Building",Crazy Machines 3,https://store.steampowered.com/app/351920/Crazy_Machines_3/
30906,Mantis Burn Racing®,VooFoo Studios,129.99,0,"Casual,Indie,Racing",446100.0,71.0,129.99,VooFoo StudiosVooFoo Studios,5 Jul 2016,http://steamcommunity.com/app/446100/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Racing,Indie,Casual,Top-Down",Mantis Burn Racing®,https://store.steampowered.com/app/446100/Mantis_Burn_Racing/
30911,GoNNER,Raw Fury,16.19,0,Indie,437570.0,81.0,16.19,Art in HeartRaw Fury,12 Oct 2016,http://steamcommunity.com/app/437570/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Roguelite,Action Roguelike,Indie,Platformer,Shooter,Singleplayer,Great Soundtrack,Difficult,2D,Procedural Generation,Perma Death,Action,Atmospheric,Cute,Side Scroller,Roguelike",GoNNER,https://store.steampowered.com/app/437570/GoNNER/
30921,Sunless Sea - Zubmariner,Unknown,62.99,0,"Adventure,Indie,RPG",452530.0,78.0,139.99,Unknown,11 Oct 2016,http://steamcommunity.com/app/452530/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Indie,Adventure,RPG,Lovecraftian,Exploration,Singleplayer,Steampunk,Survival,Top-Down,Lore-Rich,Roguelike,Kickstarter,Crowdfunded,Alternate History,Story Rich,Atmospheric,Dark,Great Soundtrack,2D,Real-Time with Pause",Sunless Sea - Zubmariner,https://store.steampowered.com/app/452530/Sunless_Sea__Zubmariner/
30947,Five Nights at Freddy's: Sister Location,Scott Cawthon,104.99,0,"Action,Indie,Simulation",506610.0,62.0,104.99,Scott CawthonScott Cawthon,7 Oct 2016,http://steamcommunity.com/app/506610/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Horror,Survival Horror,Singleplayer,Robots,First-Person,Dark,Difficult,Survival,Strategy,Indie,Story Rich,Mystery,Psychological Horror,Atmospheric,Simulation,Lore-Rich,Memes,Funny,Adventure,Gore",Five Nights at Freddy's: Sister Location,https://store.steampowered.com/app/506610/Five_Nights_at_Freddys_Sister_Location/
30963,Syndrome,"Camel 101, WhisperGames",78.74,0,"Action,Adventure",409320.0,56.0,224.99,"Camel 101Camel 101, WhisperGames",101Publisher:Camel 101 WhisperGames 6 Oct 2016,http://steamcommunity.com/app/409320/reviews/?browsefilter=mostrecent&p=1,Mixed,"Horror,FPS,Survival Horror,Shooter,Stealth,Survival,First-Person,Psychological Horror,Action,Sci-fi,Space,Atmospheric,Psychological,Robots,Adventure,Futuristic,Dark,Combat,Singleplayer,Gore",Syndrome,https://store.steampowered.com/app/409320/Syndrome/
30990,Shu,Coatsink,19.99,0,"Action,Adventure,Indie",528720.0,85.0,19.99,"Coatsink, Secret LunchCoatsink",4 Oct 2016,http://steamcommunity.com/app/528720/reviews/?browsefilter=mostrecent&p=1,Positive,"Action,Adventure,Indie,Platformer,Side Scroller,Stylized,Cartoon",Shu,https://store.steampowered.com/app/528720/Shu/
31006,Aragami,Lince Works,264.97,0,"Action,Adventure,Indie",280160.0,71.0,264.97,Lince WorksLince Works,4 Oct 2016,http://steamcommunity.com/app/280160/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Stealth,Ninja,Action,Assassin,Co-op,Indie,Adventure,Multiplayer,Third Person,Singleplayer,Anime,Great Soundtrack,Atmospheric,Online Co-Op,Blood,Magic,Strategy,Open World,Gore,Story Rich",Aragami,https://store.steampowered.com/app/280160/Aragami/
31045,Masquerada: Songs and Shadows,Ysbryd Games,31.49,0,"Indie,RPG",459090.0,64.0,31.49,Witching Hour StudiosYsbryd Games,30 Sep 2016,http://steamcommunity.com/app/459090/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Real-Time with Pause,Dark Fantasy,Party-Based RPG,RPG,Isometric,Linear,Magic,Lore-Rich,Story Rich,Drama,2.5D,Hand-drawn,Strategy RPG,LGBTQ+,Tactical RPG,Colorful,Fantasy,Tactical,Mystery,Great Soundtrack",Masquerada: Songs and Shadows,https://store.steampowered.com/app/459090/Masquerada_Songs_and_Shadows/
31094,The Metronomicon: Slay The Dance Floor,Akupara Games,69.43,0,"Action,Indie,RPG",416790.0,79.0,69.43,PuubaAkupara Games,29 Sep 2016,http://steamcommunity.com/app/416790/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Rhythm,Music,Indie,Soundtrack,Singleplayer,RPG,Action,Party-Based RPG,Fast-Paced,Fantasy,Experimental,Comedy,Funny,2D,Co-op,Local Multiplayer,Side Scroller,Colorful,Multiplayer,Adventure",The Metronomicon: Slay The Dance Floor,https://store.steampowered.com/app/416790/The_Metronomicon_Slay_The_Dance_Floor/
31098,Quantum Break,Xbox Game Studios,32.49,0,Action,474960.0,66.0,32.49,Remedy EntertainmentXbox Game Studios,29 Sep 2016,http://steamcommunity.com/app/474960/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,Story Rich,Time Manipulation,Singleplayer,Sci-fi,Third Person,Cinematic,Third-Person Shooter,Atmospheric,Choices Matter,Episodic,Time Travel,Adventure,Shooter,Bullet Time,Great Soundtrack,Controller,Open World,Stealth,FMV",Quantum Break,https://store.steampowered.com/app/474960/Quantum_Break/
31099,Burly Men at Sea,Brain&amp;Brain,129.99,0,"Adventure,Casual,Indie",403290.0,82.0,129.99,Brain&amp;BrainBrain&amp;Brain,29 Sep 2016,http://steamcommunity.com/app/403290/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Adventure,Casual,Indie,Visual Novel,Minimalist,2D,Choices Matter,Point & Click,Mythology,Story Rich,Short,Sailing,Choose Your Own Adventure,Great Soundtrack,Family Friendly,Atmospheric,Singleplayer,Stylized,Nonlinear,Fantasy",Burly Men at Sea,https://store.steampowered.com/app/403290/Burly_Men_at_Sea/
31115,Rogue Wizards,Spellbind Studios,179.99,0,"Indie,RPG",392260.0,67.0,179.99,Spellbind StudiosSpellbind Studios,27 Sep 2016,http://steamcommunity.com/app/392260/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"RPG,Indie,Roguelike,Turn-Based,Roguelite",Rogue Wizards,https://store.steampowered.com/app/392260/Rogue_Wizards/
31125,Clustertruck,tinyBuild,16.99,0,"Action,Indie",397950.0,76.0,16.99,LandfalltinyBuild,27 Sep 2016,http://steamcommunity.com/app/397950/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Parkour,Automobile Sim,Action,First-Person,3D Platformer,Singleplayer,Physics,Indie,Fast-Paced,Difficult,Destruction,Funny,Great Soundtrack,Strategy,Platformer,Casual,Level Editor,Racing,Adventure,Multiplayer",Clustertruck,https://store.steampowered.com/app/397950/Clustertruck/
31147,Pavilion,Visiontrick Media,27.19,0,"Adventure,Indie",417150.0,69.0,27.19,Visiontrick MediaVisiontrick Media,23 Sep 2016,http://steamcommunity.com/app/417150/reviews/?browsefilter=mostrecent&p=1,Mixed,"Adventure,Indie,Puzzle,Atmospheric,Isometric",Pavilion,https://store.steampowered.com/app/417150/Pavilion/
31196,The Bunker,Wales Interactive,67.99,0,"Adventure,Indie",481110.0,57.0,67.99,"Splendy Interactive, Wales InteractiveWales Interactive",20 Sep 2016,http://steamcommunity.com/app/481110/reviews/?browsefilter=mostrecent&p=1,Mixed,"Adventure,Indie,FMV,Psychological Horror,Story Rich,Atmospheric,Horror,Movie,Great Soundtrack,Mystery,Post-apocalyptic,Thriller,Hidden Object",The Bunker,https://store.steampowered.com/app/481110/The_Bunker/
31198,Seraph,Dreadbit,0.0,0,Action,425670.0,80.0,0.0,DreadbitDreadbit,20 Sep 2016,http://steamcommunity.com/app/425670/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,Female Protagonist,Platformer,Side Scroller,2D,Shooter,Metroidvania,Great Soundtrack",Seraph,https://store.steampowered.com/app/425670/Seraph/
31205,Zenith,BadLand Publishing,104.99,0,"Adventure,Indie,RPG",438420.0,57.0,104.99,InfinigonBadLand Publishing,20 Sep 2016,http://steamcommunity.com/app/438420/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Hack and Slash,Puzzle,Action RPG,RPG,Isometric,Third Person,Dark Comedy,Funny,Parody,Controller,Action,Casual,Fantasy,Magic,Atmospheric,Comedy,Adventure,Memes,Singleplayer,Indie",Zenith,https://store.steampowered.com/app/438420/Zenith/
31228,Wheels of Aurelia,Santa Ragione,27.19,0,"Adventure,Indie",508740.0,63.0,27.19,Santa RagioneSanta Ragione,20 Sep 2016,http://steamcommunity.com/app/508740/reviews/?browsefilter=mostrecent&p=1,Mixed,"Indie,Adventure,Driving,Female Protagonist,Visual Novel,Story Rich,Choices Matter,Interactive Fiction,Great Soundtrack,Casual,Atmospheric,Isometric,Text-Based,Experimental,Nonlinear,Mature,Drama,Romance,Narration,Replay Value",Wheels of Aurelia,https://store.steampowered.com/app/508740/Wheels_of_Aurelia/
31236,Diaries of a Spaceport Janitor,tinyBuild,32.49,0,"Adventure,Casual,Indie,RPG,Simulation",436500.0,69.0,129.99,Sundae MonthtinyBuild,16 Sep 2016,http://steamcommunity.com/app/436500/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Indie,Adventure,Casual,Simulation,RPG,Pixel Graphics,Female Protagonist,Exploration,Atmospheric,LGBTQ+,Open World,Surreal,Colorful,Singleplayer,Sci-fi,Great Soundtrack,Space,Walking Simulator,Aliens,Third Person",Diaries of a Spaceport Janitor,https://store.steampowered.com/app/436500/Diaries_of_a_Spaceport_Janitor/
31263,Marooners,M2H,51.99,0,"Action,Casual,Indie",423810.0,70.0,129.99,M2HM2H,2HPublisher:M2H 15 Sep 2016,http://steamcommunity.com/app/423810/reviews/?browsefilter=mostrecent&p=1,Mixed,"Party,4 Player Local,Local Multiplayer,Minigames,Local Co-Op,Multiplayer,Party Game,Casual,Family Friendly,Controller,Funny,Cute,Colorful,Action,Stylized,Loot,PvP,3D,3D Vision,Anime",Marooners,https://store.steampowered.com/app/423810/Marooners/
31285,Event[0],Ocelot Society,224.99,0,"Adventure,Indie",470260.0,75.0,224.99,Ocelot SocietyOcelot Society,14 Sep 2016,http://steamcommunity.com/app/470260/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Adventure,Sci-fi,Atmospheric,Indie,Space,Singleplayer,First-Person,Mystery,Choices Matter,Story Rich,Multiple Endings,Artificial Intelligence,Exploration,Short,Dynamic Narration,Narration,Walking Simulator,Horror,Text-Based,Typing",Event[0],https://store.steampowered.com/app/470260/Event0/
31341,Ember,505 Games,32.49,0,"Adventure,Indie,RPG,Strategy",339580.0,70.0,129.99,N-Fusion Interactive505 Games,505 GamesFranchise:505 Games Official 9 Sep 2016,http://steamcommunity.com/app/339580/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Adventure,RPG,Indie,Fantasy,Action RPG,Singleplayer,Isometric,Hack and Slash,Strategy,Story Rich,Loot,Action-Adventure,CRPG,Action,Classic,Beautiful,Real-Time with Pause,Epic",Ember,https://store.steampowered.com/app/339580/Ember/
31352,Project Highrise,Kasedo Games,101.45,0,"Simulation,Strategy",423580.0,73.0,101.45,SomaSimKasedo Games,8 Sep 2016,http://steamcommunity.com/app/423580/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Simulation,Management,Strategy,Building,Singleplayer,2D,Sandbox,Indie,Economy,Casual,City Builder,Pixel Graphics",Project Highrise,https://store.steampowered.com/app/423580/Project_Highrise/
31353,How to Survive 2,505 Games,188.94,0,"Action,Adventure,RPG",360170.0,69.0,188.94,Eko Software505 Games,505 GamesFranchise:505 Games Official 8 Sep 2016,http://steamcommunity.com/app/360170/reviews/?browsefilter=mostrecent&p=1,Mixed,"Survival,Zombies,Multiplayer,Open World Survival Craft,Open World,Co-op,Crafting,Action,RPG,Adventure,Base Building,Local Co-Op,Singleplayer,Third Person,Gore,Top-Down Shooter,Shooter,4 Player Local,Early Access,Dark Humor",How to Survive 2,https://store.steampowered.com/app/360170/How_to_Survive_2/
31403,Unbox: Newbie's Adventure,Merge Games,0.0,0,"Action,Adventure,Indie",512300.0,68.0,0.0,Prospect GamesMerge Games,5 Sep 2016,http://steamcommunity.com/app/512300/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,Open World,3D Platformer,Action,Indie,Comedy,Funny,Singleplayer,Cute,4 Player Local,Collectathon,Multiplayer,Platformer,Local Multiplayer",Unbox: Newbie's Adventure,https://store.steampowered.com/app/512300/Unbox_Newbies_Adventure/
